,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
57,9.5,10.0,9.5,9.5,10.0,9.0,10.0,9.5,8.5,10.0,9.0,10.0,9.0,8.5,9.5,9.5,8.5,9.5,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.5,10.0,8.5,9.5,8.5,8.5,10.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,9.5,10.0,10.0,9.5,9.5,9.5,9.5,9.5,8.5,8.5,8.5,9.5,10.0,9.5
58,9.5,6.0,10.0,9.0,9.5,5.0,6.0,9.5,8.5,6.0,6.0,6.0,6.0,9.5,8.5,8.5,9.5,8.5,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,9.0,8.5,6.0,9.5,9.5,8.5,9.5,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,9.0,5.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,9.5,10.0
59,7.5,0.0,0.0,6.0,6.5,7.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,6.5,0.0
60,9.5,10.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,10.0,6.0,10.0,10.0,10.0,10.0,6.0,10.0,9.0,10.0,10.0,9.0,6.0,6.0,6.0,6.0,9.0,5.0,10.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,10.0,9.0
61,7.0,9.0,9.0,8.0,8.5,8.5,9.0,8.0,9.0,8.0,9.0,9.0,8.0,9.0,8.0,8.0,9.0,8.0,6.0,6.0,5.0,6.0,6.0,8.5,8.5,9.5,9.5,9.5,7.0,10.0,8.0,8.0,8.0,7.0,10.0,6.0,6.0,7.0,7.0,6.0,10.0,10.0,10.0,10.0,9.0,9.0,8.5,8.0,8.0,8.0,7.0,8.0,9.0,9.0,8.0,8.0,8.5,9.0
62,9.0,9.0,7.0,6.0,9.5,8.0,9.0,10.0,10.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,10.0,9.0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,9.0,9.0,7.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,6.0,7.0,6.0,7.0,9.5,7.0
63,8.5,9.0,10.0,9.5,9.0,9.5,9.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,8.0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0
64,9.0,10.0,8.5,8.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,8.5,9.0,9.0,9.0,10.0,10.0,10.0,10.0,8.5,8.5,7.5,8.5,10.0,8.5
65,10.0,8.5,6.5,8.0,9.0,9.0,8.5,9.0,10.0,9.5,8.5,8.5,8.5,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,6.0,9.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,6.5,10.0,8.0,9.5,9.5,8.5,8.5,8.5,6.5,6.5,7.5,7.5,9.0,7.5
66,6.5,10.0,8.5,9.5,8.5,5.0,10.0,9.5,8.5,9.0,10.0,9.0,10.0,9.5,9.5,9.5,8.5,9.5,10.0,9.0,10.0,9.0,9.0,9.5,9.5,8.5,9.5,8.5,7.0,6.0,8.0,7.0,7.0,8.0,5.0,9.0,8.0,9.0,8.0,9.0,6.0,6.0,5.0,5.0,7.5,5.0,9.0,9.5,9.5,8.5,9.5,9.5,8.5,8.5,7.5,7.5,9.5,8.5
67,7.5,9.0,9.5,8.0,8.5,6.0,8.0,10.0,10.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,9.0,10.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,9.5,10.0,8.5,9.5,9.5,9.5,10.0,9.5,8.5,8.5,9.5,9.5,10.0,10.0,10.0,10.0,9.5,10.0,10.0,7.0,7.0,7.0,7.0,6.0,9.5,9.5,9.5,9.5,8.5,9.5
68,10.0,8.5,9.0,9.0,10.0,10.0,9.5,8.0,9.0,9.5,9.5,9.5,8.5,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,9.5,9.5,9.5,9.5,8.5,8.0,8.0,9.0,9.0,10.0,9.0
69,9.5,10.0,8.0,8.0,9.5,10.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,8.0,7.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,9.0,8.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.5,9.5,9.5,9.5,8.5,9.0,8.0,9.0,9.0,8.5,9.0
70,9.5,9.5,9.0,8.5,8.5,10.0,8.5,8.0,9.0,8.5,9.5,9.5,8.5,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,5.0,8.0,8.0,8.0,9.0,6.0,10.0,10.0,10.0,9.0,9.0,6.0,5.0,6.0,6.0,9.0,6.0,9.5,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,8.5,8.0
71,10.0,9.0,8.0,8.5,9.5,8.0,10.0,9.0,8.0,10.0,10.0,9.0,10.0,9.0,9.0,8.0,8.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,5.0,9.0,8.0,9.0,8.0,6.0,9.0,9.0,9.0,9.0,10.0,6.0,6.0,6.0,5.0,8.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,8.0,8.5,8.0
72,8.5,10.0,8.0,9.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,9.5,8.5,9.5,8.5,9.5,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,8.0,9.0,9.0,10.0,8.0
73,9.0,9.5,9.0,8.5,10.0,9.0,8.5,10.0,10.0,9.5,9.5,8.5,8.5,10.0,9.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.5,9.0,10.0,10.0,10.0,8.5,10.0,10.0,9.0,10.0,10.0,8.5,9.5,9.5,9.5,9.0,9.5,9.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0
74,10.0,9.5,9.0,9.5,10.0,10.0,8.5,9.5,9.5,8.5,8.5,9.5,8.5,9.5,9.5,8.5,9.5,9.5,8.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.0,9.0,8.0,7.0,8.0,7.0,9.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,10.0,8.0
75,9.0,9.0,9.0,9.5,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.5,9.5,8.5,9.5,8.5,10.0,9.0,10.0,10.0,10.0,10.0
76,9.5,9.5,9.0,8.5,6.0,8.0,8.5,7.0,6.0,8.5,9.5,9.5,9.5,6.0,6.0,6.0,7.0,6.0,10.0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,8.0,9.0,8.0,8.0,8.0,8.0,10.0,6.0,5.0,5.0,6.0,6.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,9.0,7.0,9.0
77,10.0,9.0,0.0,7.5,10.0,5.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,7.0,0.0,7.0,7.0,6.0,7.0,0.0,6.0,6.0,6.0,5.0,6.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,10.0,0.0
78,9.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0
79,8.0,10.0,7.5,9.5,8.5,8.5,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,9.5,9.5,9.5,8.5,9.5,10.0,10.0,10.0,10.0,8.5,10.0,6.0,9.0,9.0,10.0,10.0,9.0,8.5,8.5,8.5,8.5,9.5,7.5
80,10.0,8.5,9.5,9.5,9.5,9.0,9.5,9.5,8.5,9.5,8.5,9.5,9.5,8.5,9.5,9.5,8.5,9.5,10.0,9.0,9.0,10.0,9.0,8.0,9.0,9.0,8.0,8.0,8.0,10.0,7.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,9.0,9.5,10.0,10.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,8.5,8.5,8.5,9.5
81,7.5,10.0,9.5,8.0,10.0,10.0,10.0,9.5,8.5,10.0,10.0,10.0,10.0,9.5,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.5,9.0,10.0,10.0,9.0,10.0,10.0,10.0,9.5,9.5,9.5,9.5,10.0,9.5
82,7.0,9.5,7.5,9.5,7.0,9.0,8.5,8.5,9.5,9.5,8.5,9.5,8.5,9.5,9.5,9.5,9.5,8.5,10.0,10.0,10.0,10.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0,10.0,9.0,9.0,8.0,9.0,9.0,8.5,9.5,9.5,9.5,9.5,10.0,10.0,9.0,9.0,7.5,10.0,8.5,10.0,10.0,10.0,9.0,9.0,7.5,6.5,6.5,7.5,7.0,7.5
83,8.0,9.0,10.0,10.0,9.5,10.0,9.0,9.5,8.5,8.0,9.0,9.0,9.0,9.5,9.5,8.5,9.5,9.5,9.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,8.5,10.0,9.5,9.5,8.5,8.5,10.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,8.5,9.0
84,10.0,8.5,9.0,9.0,10.0,9.0,9.5,8.5,8.5,9.5,9.5,8.5,8.5,9.5,8.5,9.5,9.5,8.5,10.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,8.0,9.0,10.0,8.0,10.0,10.0,10.0,9.0,8.0,10.0,10.0,10.0,9.0,10.0,8.0,8.0,8.0,8.0,9.0,7.0,10.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
85,8.5,8.5,8.5,9.5,8.0,9.0,9.5,9.5,8.5,8.5,9.5,9.5,8.5,9.5,9.5,9.5,9.5,9.5,9.0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,8.5,10.0,9.0,9.0,8.0,8.0,9.0,9.0,8.5,9.5,9.5,8.5,9.0,9.5
86,8.0,8.5,8.0,8.5,9.0,0.0,8.5,10.0,10.0,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.5,9.5,9.5,9.5,9.5,10.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
87,7.5,9.0,8.0,9.0,9.5,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,9.0,8.0,8.0,10.0,7.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0,10.0,10.0,9.0,8.0,10.0,7.5,8.5,8.5,7.5,8.5,8.5,7.0,8.0,7.0,8.0,8.5,7.0
88,9.0,9.5,9.0,9.5,8.5,9.5,8.5,10.0,10.0,9.5,8.5,8.5,9.5,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,9.5,9.5,9.5,9.5,9.5,10.0,10.0,9.0,9.0,10.0,10.0,9.5,9.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,9.5,10.0
89,9.0,9.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,8.5,10.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0
90,8.0,5.0,0.0,8.5,8.0,10.0,6.0,9.5,8.5,6.0,6.0,6.0,5.0,9.5,9.5,9.5,9.5,8.5,6.0,5.0,6.0,5.0,5.0,10.0,10.0,9.0,10.0,10.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.5,8.5,8.5,9.5,9.5,9.0,9.0,8.0,9.0,0.0,9.0,10.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,9.0,0.0
91,9.0,10.0,9.5,8.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,9.5,10.0,8.5,8.5,9.5,9.5,10.0,8.5,9.5,9.5,9.5,8.5,10.0,10.0,10.0,9.0,8.5,10.0,9.0,10.0,10.0,9.0,10.0,10.0,9.5,9.5,8.5,9.5,9.5,9.5
92,8.5,10.0,9.5,9.0,5.5,9.0,10.0,8.5,8.5,10.0,9.0,10.0,9.0,8.5,7.5,8.5,8.5,8.5,10.0,9.0,9.0,10.0,10.0,8.0,9.0,9.0,8.0,9.0,8.0,10.0,8.0,8.0,8.0,7.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,9.5,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.5,8.5,9.5,9.5,6.5,9.5
93,8.5,9.5,8.5,9.5,10.0,9.5,9.5,9.5,8.5,8.5,9.5,9.5,9.5,9.5,8.5,8.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,8.5,7.5,7.5,8.5,7.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.5,9.5,9.5,9.5,8.5,10.0,10.0,10.0,9.0,8.5,9.0,10.0,10.0,9.0,10.0,9.0,10.0,9.5,9.5,8.5,9.5,9.0,9.5
94,9.0,10.0,9.0,8.5,8.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,8.5,9.5,8.5,9.5,8.5,10.0,10.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
95,5.0,0.0,9.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,10.0,8.5,7.5,8.5,8.5,8.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,9.0,8.0,9.0,8.0
